location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Sfax, Autres villes",9000.0,2020.0,Hummer,H2,9 février 2021,95000.0,Essence,9.0,Automatique,2,Sfax,Autres villes
"Ben arous, Radès",600.0,2003.0,Peugeot,Partner,3 mars 2021,12800.0,Diesel,7.0,Gris,Autres,Ben arous,Radès
"Ben arous, Mégrine",290000.0,2001.0,Peugeot,306,19 février 2021,8700.0,Diesel,6.0,Monospace,Avec kilométrage,Ben arous,Mégrine
"Ben arous, Mohamedia",95000.0,2017.0,Peugeot,2008,16 février 2021,38000.0,Essence,5.0,Blanc,4 x 4,Ben arous,Mohamedia
"Sfax, Route Tunis",130.0,2016.0,Kia,Rio,24 février 2021,32500.0,Essence,5.0,Noir,Utilitaire,Sfax,Route Tunis
"Ben arous, Autres villes",225000.0,2010.0,Peugeot,3008,24 février 2021,40200.0,Diesel,6.0,Gris,Monospace,Ben arous,Autres villes
"Ben arous, Autres villes",200.0,1998.0,Volkswagen,Golf 4,7 mars 2021,14700.0,Essence,6.0,Noir,Manuelle,Ben arous,Autres villes
"Tunis, Autres villes",2.0,1990.0,Renault,Super 5,28 février 2021,5700.0,Essence,5.0,Vert,Berline,Tunis,Autres villes
"Tunis, Autres villes",295.0,2007.0,Peugeot,407,2 mars 2021,20000.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"Le kef, Kef Est",300.0,1985.0,Peugeot,404,13 février 2021,4000.0,Diesel,8.0,Beige,Pick up,Le kef,Kef Est
"Jendouba, Jendouba",11.0,1997.0,Ford,Fiesta,6 mars 2021,6800.0,Essence,6.0,Gris,Utilitaire,Jendouba,Jendouba
"Sousse, M'saken",1000.0,2000.0,AC,Cobra,3 mars 2021,1300.0,Essence,50.0,Bleu,Autres,Sousse,M'saken
"Sfax, Sfax Médina",139.0,2008.0,Peugeot,206,8 mars 2021,18800.0,Essence,6.0,Manuelle,1.4,Sfax,Sfax Médina
"Nabeul, Korba",800.0,2013.0,AC,Seven,7 février 2021,3500.0,Essence,1.0,Gris,Autres,Nabeul,Korba
"Sidi bouzid, Regueb",215000.0,2003.0,Peugeot,Partner,15 février 2021,22000.0,Essence,6.0,Gris,Avec kilométrage,Sidi bouzid,Regueb
"Bizerte, Sejenane",330000.0,2007.0,Mitsubishi,L200,9 février 2021,22500.0,Diesel,10.0,Blanc,Nouveau,Bizerte,Sejenane
"La manouba, La manouba",290000.0,2007.0,Peugeot,206 SW,24 février 2021,15500.0,Essence,6.0,Bleu,Berline,La manouba,La manouba
"Tunis, Autres villes",200.0,2013.0,Land Rover,Range Rover Evoque,3 mars 2021,96000.0,Essence,15.0,Noir,4 x 4,Tunis,Autres villes
"Tunis, Autres villes",350000.0,2004.0,Mercedes-Benz,220,4 mars 2021,32000.0,Diesel,9.0,Gris,Berline,Tunis,Autres villes
"Tataouine, Autres villes",555356.0,1998.0,Nissan,Patrol,7 mars 2021,25500.0,Diesel,11.0,Bleu,4 x 4,Tataouine,Autres villes
"Sfax, Route el Afrane",99500.0,2009.0,Toyota,RAV 4,4 mars 2021,46000.0,Essence,14.0,Argent,4 x 4,Sfax,Route el Afrane
"Kébili, Autres villes",238000.0,2012.0,Kia,Rio,12 mars 2021,27000.0,Essence,5.0,Berline,Avec kilométrage,Kébili,Autres villes
"Tunis, Autres villes",380.0,2003.0,Renault,Clio,5 mars 2021,16800.0,Essence,4.0,Beige,Compacte,Tunis,Autres villes
"Gabès, Autres villes",150000.0,2010.0,Citroen,Berlingo,28 février 2021,25000.0,Essence,6.0,Gris,Berline,Gabès,Autres villes
"Ben arous, El Mourouj",150000.0,2005.0,Fiat,Doblo,11 mars 2021,9400.0,Diesel,7.0,Bleu,Utilitaire,Ben arous,El Mourouj
"Tunis, El Omrane supérieur",139450.0,2016.0,Dacia,Dokker,11 mars 2021,25500.0,Diesel,17.0,Noir,Autres,Tunis,El Omrane supérieur
"Tataouine, Tataouine",274.0,2006.0,Autres,Autres,24 février 2021,16500.0,Diesel,1.0,Blanc,Berline,Tataouine,Tataouine
"Ben arous, Autres villes",231654.0,2008.0,Peugeot,Partner,14 février 2021,1500.0,Essence,5.0,Argent,Cabriolet,Ben arous,Autres villes
"Médenine, Djerba-Houmt Souk",270.0,2001.0,Renault,Clio,11 février 2021,17200.0,Essence,4.0,Gris,Berline,Médenine,Djerba-Houmt Souk
"La manouba, Autres villes",400000.0,1999.0,Renault,19,25 février 2021,6600.0,Diesel,8888.0,Blanc,Berline,La manouba,Autres villes
"Mahdia, Ksour Essef",150.0,2012.0,Ford,Fiesta,21 février 2021,24000.0,Essence,5.0,Noir,Berline,Mahdia,Ksour Essef
"Ariana, Ghazela",290000.0,2003.0,Fiat,Punto,27 février 2021,13500.0,Essence,4.0,Rouge,Berline,Ariana,Ghazela
"Ariana, Ariana Ville",60000.0,2016.0,Hyundai,I 10,9 mars 2021,33000.0,Essence,5.0,Gris,Compacte,Ariana,Ariana Ville
"Monastir, Autres villes",145000.0,1999.0,Renault,Clio,21 février 2021,16500.0,Essence,4.0,Autre,Berline,Monastir,Autres villes
"Le kef, Autres villes",300000.0,1996.0,Peugeot,106,13 mars 2021,9000.0,Essence,4.0,Rouge,Compacte,Le kef,Autres villes
"Sfax, Sfax Ville",420000.0,2007.0,Citroen,Jumpy,11 février 2021,16000.0,Diesel,7.0,Blanc,Autres,Sfax,Sfax Ville
"Tunis, Autres villes",200.0,2000.0,Renault,Clio,8 mars 2021,1111.0,Essence,122666.0,Noir,Berline,Tunis,Autres villes
"Tunis, Menzah",120.0,2013.0,Nissan,Micra,26 février 2021,26800.0,Essence,5.0,Rouge,Berline,Tunis,Menzah
"Mahdia, Melloulèche",11166.0,2013.0,Honda,Accent,25 février 2021,2700.0,Essence,2700.0,Gris,Autres,Mahdia,Melloulèche
"Bizerte, Bizerte Nord",220000.0,2002.0,Volkswagen,Passat,12 mars 2021,17500.0,Diesel,7.0,Manuelle,1.9,Bizerte,Bizerte Nord
"Ben arous, Ezzahra",90000.0,2017.0,Mercedes-Benz,Classe C,14 février 2021,138000.0,Diesel,136.0,Gris,Berline,Ben arous,Ezzahra
"Sousse, Autres villes",241000.0,2007.0,Opel,Combo,7 février 2021,15000.0,Diesel,26630315.0,Blanc,Manuelle,Sousse,Autres villes
"Sfax, Sfax",170.0,2004.0,Renault,Megane,11 mars 2021,21000.0,Essence,6.0,Noir,Utilitaire,Sfax,Sfax
"Tunis, Autres villes",135000.0,2010.0,Volkswagen,Tiguan,13 mars 2021,38400.0,Essence,11.0,Gris,Compacte,Tunis,Autres villes
"Mahdia, Mahdia",30000.0,1983.0,Peugeot,404,18 février 2021,5500.0,Diesel,8.0,Blanc,Utilitaire,Mahdia,Mahdia
"Ariana, Autres villes",142000.0,2013.0,Mazda,3,11 mars 2021,32000.0,Essence,6.0,Noir,Berline,Ariana,Autres villes
"Sousse, Sousse Riadh",300.0,1996.0,Opel,Corsa,4 mars 2021,11500.0,Essence,4.0,Rouge,Nouveau,Sousse,Sousse Riadh
"Le kef, Le kef",242000.0,2009.0,Citroen,C5,15 février 2021,28000.0,Diesel,6.0,Noir,Berline,Le kef,Le kef
"Bizerte, Autres villes",300000.0,2005.0,Peugeot,206,5 mars 2021,14300.0,Diesel,5.0,Rouge,Compacte,Bizerte,Autres villes
"Tunis, Le Bardo",140.0,2014.0,Peugeot,2008,1 mars 2021,48000.0,Diesel,1398.0,Noir,Autres,Tunis,Le Bardo
"Ben arous, Fouchana",171000.0,2009.0,Citroen,C3,10 février 2021,22000.0,Essence,5.0,Gris,Avec kilométrage,Ben arous,Fouchana
"Sfax, Sfax Ville",205000.0,2002.0,Renault,Clio,13 mars 2021,17500.0,Essence,4.0,Noir,Compacte,Sfax,Sfax Ville
"Tunis, La Marsa",237000.0,2010.0,Kia,Sportage,15 février 2021,46800.0,Essence,11.0,Gris,4 x 4,Tunis,La Marsa
"Tataouine, Tataouine Nord",220000.0,2006.0,Volkswagen,Passat,17 février 2021,27000.0,Essence,7.0,Gris,Berline,Tataouine,Tataouine Nord
"Sfax, Sfax Médina",177000.0,2014.0,Seat,Ibiza,11 mars 2021,28000.0,Essence,5.0,Manuelle,1.2,Sfax,Sfax Médina
"Nabeul, Nabeul",176000.0,2008.0,Peugeot,308,13 mars 2021,25300.0,Essence,6.0,Beige,Compacte,Nabeul,Nabeul
"Tunis, Autres villes",100.0,1990.0,Autres,Autres,4 mars 2021,5000.0,Diesel,1000.0,Manuelle,1.1,Tunis,Autres villes
"Tunis, Autres villes",96000.0,2013.0,Fiat,500,11 mars 2021,24500.0,Essence,4.0,Gris,Compacte,Tunis,Autres villes
"Tunis, Autres villes",246.0,2014.0,Renault,Symbol,28 février 2021,24800.0,Essence,8060.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Tunis, Autres villes",325000.0,1988.0,Volkswagen,Golf,16 février 2021,7777.0,Diesel,5.0,Vert,Berline,Tunis,Autres villes
"Tunis, Ezzouhour",80000.0,2017.0,Chevrolet,Aveo,27 février 2021,24500.0,Essence,5.0,Noir,Berline,Tunis,Ezzouhour
"Ariana, Autres villes",270000.0,2000.0,Peugeot,406,9 février 2021,18000.0,Essence,7.0,Gris,Nouveau,Ariana,Autres villes
"Tunis, Autres villes",188.0,2015.0,Seat,Ibiza,10 mars 2021,26800.0,Diesel,6.0,Rouge,Manuelle,Tunis,Autres villes
"Ben arous, Autres villes",280000.0,1998.0,Volkswagen,Golf 4,13 mars 2021,18500.0,Essence,6.0,Noir,Manuelle,Ben arous,Autres villes
"Tunis, Autres villes",146.0,2015.0,Mitsubishi,L200,12 mars 2021,30000.0,Diesel,10.0,Manuelle,1.5,Tunis,Autres villes
"Tunis, Autres villes",265000.0,2008.0,Fiat,Punto,26 février 2021,16800.0,Essence,5.0,Bleu,Berline,Tunis,Autres villes
"Tunis, Tunis",147000.0,2009.0,Volkswagen,Polo,4 mars 2021,19000.0,Essence,4.0,Noir,Autres,Tunis,Tunis
"Mahdia, Chorbane",112.0,2016.0,Fiat,Punto,9 février 2021,25000.0,Essence,4.0,Blanc,Manuelle,Mahdia,Chorbane
"Bizerte, Autres villes",165000.0,2002.0,Volkswagen,Polo,8 mars 2021,14500.0,Essence,4.0,Gris,Berline,Bizerte,Autres villes
"Tunis, Autres villes",166000.0,2011.0,Volkswagen,Jetta,14 février 2021,35000.0,Essence,7.0,Blanc,Berline,Tunis,Autres villes
"Tunis, La Marsa",43000.0,2017.0,Hyundai,Grand i10,8 mars 2021,33000.0,Essence,5.0,Gris,Berline,Tunis,La Marsa
"Tunis, Autres villes",77.0,1994.0,Volkswagen,Fox,14 février 2021,8200.0,Essence,6.0,Blanc,Berline,Tunis,Autres villes
"Tunis, Autres villes",114000.0,2013.0,Kia,Rio,18 février 2021,37000.0,Essence,5.0,Rouge,Avec kilométrage,Tunis,Autres villes
"Monastir, Ksibet el-Médiouni",277000.0,2002.0,Volkswagen,Transporter,21 février 2021,20000.0,Diesel,10.0,Blanc,Utilitaire,Monastir,Ksibet el-Médiouni
"Tunis, Autres villes",1.0,2014.0,Fiat,Ducato,2 mars 2021,26600.0,Diesel,1.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",80000.0,2014.0,Volkswagen,Golf,2 mars 2021,52000.0,Essence,5.0,Manuelle,1.4,Tunis,Autres villes
"Nabeul, Hammamet Centre",178000.0,2014.0,Fiat,500,13 mars 2021,26500.0,Essence,4.0,Blanc,Automatique,Nabeul,Hammamet Centre
"Ben arous, Autres villes",3000.0,2008.0,Volkswagen,Polo,6 mars 2021,13000.0,Diesel,4.0,Manuelle,1.4,Ben arous,Autres villes
"Ben arous, Autres villes",123456.0,1990.0,Volkswagen,Golf 2,9 mars 2021,10500.0,Essence,6.0,Blanc,Utilitaire,Ben arous,Autres villes
"Tunis, Autres villes",143.0,2012.0,Renault,Symbol,7 février 2021,24500.0,Essence,5.0,Beige,Compacte,Tunis,Autres villes
"Sfax, Thyna",295000.0,2000.0,Fiat,Palio,9 mars 2021,11000.0,Essence,96.0,Gris,Autres,Sfax,Thyna
"Ben arous, Autres villes",203000.0,2007.0,Renault,Clio,21 février 2021,28500.0,Essence,5.0,Gris,Compacte,Ben arous,Autres villes
"Tunis, Autres villes",270000.0,2010.0,Renault,Symbol,9 février 2021,17200.0,Essence,11.0,Gris,Berline,Tunis,Autres villes
"Ben arous, Autres villes",23500.0,2017.0,Renault,Clio,8 mars 2021,40000.0,Essence,4.0,Noir,Compacte,Ben arous,Autres villes
"Sfax, Sfax Ville",40000.0,2016.0,Kia,Picanto,24 février 2021,32000.0,Essence,4.0,Argent,Compacte,Sfax,Sfax Ville
"Sousse, Hammam Sousse",60.0,2016.0,Hyundai,I 10,8 février 2021,31500.0,Essence,5.0,Noir,Autres,Sousse,Hammam Sousse
"Tunis, Autres villes",147000.0,2011.0,Fiat,Grande Punto,8 mars 2021,17500.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"Mahdia, Autres villes",245.0,2002.0,Volkswagen,Golf 4,28 février 2021,21000.0,Essence,5.0,Doré,Berline,Mahdia,Autres villes
"Tunis, Autres villes",220.0,2007.0,Renault,Megane CC,25 février 2021,17000.0,Essence,7.0,Gris,Berline,Tunis,Autres villes
"Nabeul, Autres villes",100000.0,2017.0,Volkswagen,Polo,11 février 2021,22500.0,Essence,5.0,Noir,Avec kilométrage,Nabeul,Autres villes
"Bizerte, Bizerte Nord",55000.0,2018.0,Volkswagen,UP,13 mars 2021,33500.0,Essence,4.0,Blanc,Berline,Bizerte,Bizerte Nord
"Tunis, Tunis",140000.0,2012.0,Citroen,Berlingo,10 mars 2021,26000.0,Diesel,5.0,Bleu,Avec kilométrage,Tunis,Tunis
"Monastir, Autres villes",220000.0,2009.0,Nissan,Qashqai,18 février 2021,36000.0,Diesel,6.0,Monospace,Avec kilométrage,Monastir,Autres villes
"Ben arous, Autres villes",63000.0,2017.0,Citroen,C-Elysee,28 février 2021,25300.0,Essence,5.0,Autres,Avec kilométrage,Ben arous,Autres villes
"Siliana, Rouhia",200.0,2008.0,Ford,Ranger,24 février 2021,26300.0,Diesel,9.0,Blanc,4 x 4,Siliana,Rouhia
"Tunis, Djebel Jelloud",300.0,2002.0,Opel,Agila,5 mars 2021,120000.0,Essence,4.0,Rouge,Autres,Tunis,Djebel Jelloud
"Tunis, Le Bardo",120.0,2013.0,Peugeot,301,10 février 2021,18500.0,Essence,5.0,Autre,Compacte,Tunis,Le Bardo
"Tunis, Autres villes",200.0,2011.0,Volkswagen,Golf 6,12 mars 2021,36900.0,Diesel,5.0,Gris,Autres,Tunis,Autres villes
"Tozeur, Tozeur",115000.0,2017.0,Dacia,Sandero,5 mars 2021,27500.0,Essence,5.0,Gris,Avec kilométrage,Tozeur,Tozeur
"Nabeul, Hammam Ghezèze",27500.0,2018.0,Fiat,Panda,13 mars 2021,29500.0,Essence,4.0,Beige,Berline,Nabeul,Hammam Ghezèze
"Tunis, Autres villes",76060.0,2013.0,Citroen,C3,10 mars 2021,31000.0,Essence,5.0,Blanc,Autres,Tunis,Autres villes
"Monastir, Autres villes",224000.0,2010.0,Volkswagen,Golf 5,24 février 2021,22000.0,Diesel,4.0,Noir,Autres,Monastir,Autres villes
"Sousse, Kalaâ Kebira",400000.0,1992.0,Renault,R21,7 février 2021,4000.0,Diesel,6.0,Bleu,Avec kilométrage,Sousse,Kalaâ Kebira
"Tunis, Autres villes",120.0,2014.0,Renault,Clio,13 mars 2021,34000.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Tunis, Autres villes",183000.0,2008.0,Peugeot,308,10 mars 2021,26000.0,Diesel,5.0,Gris,Nouveau,Tunis,Autres villes
"Kasserine, Autres villes",300000.0,1997.0,Renault,Clio,8 février 2021,8500.0,Essence,5.0,Manuelle,1.2,Kasserine,Autres villes
"Sfax, Autres villes",226000.0,2007.0,Audi,A4,12 février 2021,27000.0,Diesel,7.0,Gris,Berline,Sfax,Autres villes
"Tunis, Autres villes",80000.0,2014.0,Nissan,Micra,8 février 2021,26500.0,Essence,5.0,Blanc,Manuelle,Tunis,Autres villes
"Sousse, Hammam Sousse",140000.0,2015.0,Seat,Ibiza,10 février 2021,26000.0,Essence,5.0,Gris,Compacte,Sousse,Hammam Sousse
"Ariana, Autres villes",92000.0,2012.0,Chevrolet,Cruze,12 mars 2021,26500.0,Essence,9.0,Berline,Avec kilométrage,Ariana,Autres villes
"Ben arous, Radès",79000.0,2018.0,Fiat,Grande Punto,13 mars 2021,28500.0,Essence,4.0,Noir,Manuelle,Ben arous,Radès
"Sfax, Sfax",140000.0,2006.0,Peugeot,Boxer,8 février 2021,12000.0,Diesel,7.0,Blanc,Autres,Sfax,Sfax
"Tunis, Autres villes",95000.0,2013.0,Kia,Rio,23 février 2021,33000.0,Essence,5.0,Noir,Nouveau,Tunis,Autres villes
"Ben arous, Ezzahra",132.0,2012.0,Citroen,C4,21 février 2021,31500.0,Essence,6.0,Beige,Compacte,Ben arous,Ezzahra
"La manouba, Autres villes",100000.0,2020.0,Peugeot,301,25 février 2021,25000.0,Diesel,5.0,Jaune,Compacte,La manouba,Autres villes
"Sousse, Sahloul",220000.0,2002.0,Mercedes-Benz,210,2 mars 2021,19500.0,Diesel,9.0,Gris,Autres,Sousse,Sahloul
"Ben arous, Mornag",230.0,2018.0,Isuzu,D-MAX,6 mars 2021,49800.0,Diesel,8.0,Blanc,Pick up,Ben arous,Mornag
"Bizerte, Autres villes",325000.0,2011.0,Iveco,Daily,2 mars 2021,48000.0,Diesel,10.0,Noir,Utilitaire,Bizerte,Autres villes
"Ben arous, El Mourouj",363200.0,2004.0,Renault,Kangoo,25 février 2021,13500.0,Diesel,7.0,Blanc,Utilitaire,Ben arous,El Mourouj
"Ariana, Autres villes",187.0,2004.0,Volkswagen,Polo,24 février 2021,15500.0,Essence,4.0,Noir,Manuelle,Ariana,Autres villes
"Sousse, Hammam Sousse",126000.0,2015.0,BMW,Serie 4,10 mars 2021,161000.0,Essence,10.0,Gris,Compacte,Sousse,Hammam Sousse
"Sousse, Sousse Sidi Abdelhamid",101.0,2016.0,Volkswagen,Golf 7,9 mars 2021,57000.0,Essence,5.0,Noir,Compacte,Sousse,Sousse Sidi Abdelhamid
"Sidi bouzid, Autres villes",260000.0,2015.0,Chevrolet,Aveo,28 février 2021,24500.0,Essence,5.0,Blanc,Avec kilométrage,Sidi bouzid,Autres villes
"Tunis, Le Kram",400000.0,1993.0,Mercedes-Benz,Classe S,26 février 2021,17500.0,Essence,24.0,Blanc,Berline,Tunis,Le Kram
"Ariana, Autres villes",200000.0,2010.0,Fiat,Punto,15 février 2021,22000.0,Essence,5.0,Noir,Compacte,Ariana,Autres villes
"Béja, Autres villes",56000.0,1990.0,Seat,Ibiza,15 février 2021,12000.0,Essence,6.0,Gris,Compacte,Béja,Autres villes
"Ben arous, Hammam Chott",200000.0,1988.0,Opel,Kadett,16 février 2021,4300.0,Essence,5.0,Blanc,Utilitaire,Ben arous,Hammam Chott
"Sfax, Sfax Ville",95000.0,2015.0,Mazda,BT-50,12 février 2021,55000.0,Diesel,9.0,Gris,4 x 4,Sfax,Sfax Ville
"Tunis, Autres villes",457859.0,1996.0,Ssangyong,Family,4 mars 2021,13000.0,Diesel,12.0,Rouge,4 x 4,Tunis,Autres villes
"Tunis, Autres villes",307.0,2007.0,Opel,Astra,13 mars 2021,24500.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Ariana, Ariana",173000.0,2010.0,Mercedes-Benz,Classe C,1 mars 2021,54000.0,Essence,9.0,Gris,Berline,Ariana,Ariana
"Ariana, Ariana Ville",0.0,1999.0,Volkswagen,Golf 5,16 février 2021,180000.0,Diesel,5.0,Noir,Compacte,Ariana,Ariana Ville
"Ben arous, El Mourouj",282000.0,2005.0,Renault,Clio,17 février 2021,16000.0,Essence,5.0,Bleu,Berline,Ben arous,El Mourouj
"Zaghouan, Autres villes",516000.0,1995.0,Toyota,Hi Ace,6 mars 2021,46000.0,Diesel,10.0,Blanc,Autres,Zaghouan,Autres villes
"Tunis, La Marsa",130000.0,2012.0,Citroen,DS3,1 mars 2021,30000.0,Essence,5.0,Jaune,Compacte,Tunis,La Marsa
"Tunis, Autres villes",349862.0,1998.0,Peugeot,205,7 mars 2021,5000.0,Diesel,5.0,Rouge,Compacte,Tunis,Autres villes
"Ben arous, Hammam Chott",90000.0,2010.0,Volkswagen,Golf 6,13 mars 2021,41800.0,Essence,9.0,Argent,Autres,Ben arous,Hammam Chott
"Kasserine, Fériana",500000.0,1990.0,Peugeot,505,11 mars 2021,4500.0,Diesel,10.0,Blanc,Berline,Kasserine,Fériana
"Bizerte, Menzel Bourguiba",188000.0,2011.0,Peugeot,206+,9 mars 2021,25000.0,Essence,4.0,Noir,Compacte,Bizerte,Menzel Bourguiba
"Sfax, Autres villes",278000.0,2005.0,Volkswagen,Golf 5,15 février 2021,30000.0,Essence,5.0,Noir,Berline,Sfax,Autres villes
"Tunis, Tunis",140800.0,2001.0,Citroen,Saxo,10 mars 2021,14000.0,Essence,4.0,Bleu,Compacte,Tunis,Tunis
"Zaghouan, Zaghouan",74178.0,2017.0,Kia,Rio,13 mars 2021,36000.0,Essence,5.0,Gris,Berline,Zaghouan,Zaghouan
"Tunis, La Marsa",0.0,2021.0,Kia,Sportage,9 février 2021,135000.0,Essence,7.0,Rouge,4 x 4,Tunis,La Marsa
"Tunis, Autres villes",74.0,2017.0,Dacia,Sandero,9 février 2021,28800.0,Essence,5.0,Bleu,Berline,Tunis,Autres villes
"Médenine, Ben Gardane",172000.0,2015.0,Kia,Rio,22 février 2021,28000.0,Essence,5.0,Gris,Autres,Médenine,Ben Gardane
"Nabeul, Grombalia",350000.0,2006.0,Mercedes-Benz,Classe E,9 mars 2021,26000.0,Diesel,7.0,Noir,Avec kilométrage,Nabeul,Grombalia
"Sfax, Autres villes",240000.0,2001.0,Volkswagen,Passat,24 février 2021,21500.0,Essence,7.0,Noir,Berline,Sfax,Autres villes
"Mahdia, Autres villes",158000.0,2013.0,Kia,Rio,9 mars 2021,32000.0,Essence,6.0,Gris,Avec kilométrage,Mahdia,Autres villes
"Gabès, Autres villes",165327.0,2001.0,Fiat,Punto,8 mars 2021,11000.0,Essence,5.0,Blanc,Manuelle,Gabès,Autres villes
"Tunis, Autres villes",100000.0,2017.0,Ssangyong,Family,23 février 2021,55000.0,Essence,7.0,Blanc,4 x 4,Tunis,Autres villes
"Mahdia, Mahdia",255695.0,2007.0,Peugeot,206,13 mars 2021,18000.0,Essence,6.0,Noir,Berline,Mahdia,Mahdia
"Nabeul, Autres villes",0.0,1998.0,Volkswagen,Polo,9 février 2021,10800.0,Essence,4.0,Blanc,Compacte,Nabeul,Autres villes
"La manouba, Autres villes",94000.0,2012.0,Peugeot,107,13 mars 2021,21500.0,Essence,4.0,Noir,Compacte,La manouba,Autres villes
"Ben arous, Autres villes",350.0,1998.0,Volkswagen,Polo,9 mars 2021,11500.0,Essence,4.0,Manuelle,1.2,Ben arous,Autres villes
"Ben arous, Mégrine",290000.0,2001.0,Peugeot,306,28 février 2021,8700.0,Diesel,6.0,Blanc,Monospace,Ben arous,Mégrine
"Kairouan, Autres villes",1111.0,2008.0,Citroen,C5,8 mars 2021,111111.0,Diesel,6.0,Noir,Berline,Kairouan,Autres villes
"Zaghouan, Zaghouan",230000.0,1990.0,BMW,Serie 3,17 février 2021,5800.0,Diesel,7.0,Marron,Compacte,Zaghouan,Zaghouan
"Sfax, Sfax Médina",113000.0,2011.0,Peugeot,206+,27 février 2021,21000.0,Essence,4.0,Noir,Compacte,Sfax,Sfax Médina
"Ben arous, El Mourouj",261000.0,2011.0,Volkswagen,Golf 6,25 février 2021,34000.0,Diesel,5.0,Noir,Berline,Ben arous,El Mourouj
"Nabeul, Hammamet",157000.0,2013.0,Peugeot,508,13 mars 2021,45000.0,Diesel,6.0,Blanc,Berline,Nabeul,Hammamet
"Nabeul, Autres villes",121000.0,2015.0,Peugeot,301,9 février 2021,26000.0,Essence,5.0,Blanc,Berline,Nabeul,Autres villes
"Jendouba, Autres villes",300.0,2004.0,Volkswagen,Transporter,2 mars 2021,16000.0,Diesel,0.0,Blanc,Manuelle,Jendouba,Autres villes
"Béja, Béja",100000.0,2000.0,Citroen,Saxo,2 mars 2021,10500.0,Essence,4.0,Rouge,Berline,Béja,Béja
"Tunis, Tunis",160000.0,2008.0,Toyota,RAV 4,18 février 2021,36000.0,Essence,7.0,Bleu,4 x 4,Tunis,Tunis
"Ben arous, Autres villes",530.0,2005.0,Peugeot,Partner,9 mars 2021,15500.0,Diesel,7.0,Blanc,Berline,Ben arous,Autres villes
"Ariana, Autres villes",167000.0,2010.0,Renault,Symbol,10 mars 2021,23800.0,Essence,5.0,Beige,Compacte,Ariana,Autres villes
"Bizerte, Bizerte",120000.0,2002.0,Fiat,Palio,13 mars 2021,12000.0,Essence,4.0,Gris,Compacte,Bizerte,Bizerte
"La manouba, Autres villes",130000.0,2015.0,Volkswagen,Golf 7,12 mars 2021,65000.0,Essence,6.0,Blanc,Compacte,La manouba,Autres villes
"Ben arous, Autres villes",6666.0,2001.0,Fiat,Palio,12 février 2021,10500.0,Essence,4.0,Rouge,Compacte,Ben arous,Autres villes
"Zaghouan, Autres villes",400.0,2000.0,Renault,Kangoo,13 mars 2021,11200.0,Diesel,6.0,Gris,Berline,Zaghouan,Autres villes
"Tunis, La Marsa",194000.0,2013.0,Mercedes-Benz,Classe CLS,9 mars 2021,129000.0,Diesel,11.0,Blanc,Autres,Tunis,La Marsa
"Ariana, Raoued",213.0,2003.0,Opel,Corsa,13 février 2021,10500.0,Essence,4.0,Blanc,Autres,Ariana,Raoued
"Ariana, Ariana",3333.0,1999.0,Renault,Kangoo,8 mars 2021,14000.0,Essence,5.0,Bleu,Compacte,Ariana,Ariana
"Ben arous, Autres villes",150000.0,2016.0,Ssangyong,Family,21 février 2021,53000.0,Essence,7.0,Gris,4 x 4,Ben arous,Autres villes
"Tunis, Le Bardo",297000.0,2007.0,Peugeot,206,11 février 2021,17500.0,Essence,4.0,Doré,Compacte,Tunis,Le Bardo
"Tunis, La Marsa",168000.0,2016.0,Citroen,Berlingo,9 mars 2021,58900.0,Diesel,6.0,Gris,Autres,Tunis,La Marsa
"Tunis, El Kabaria",170.0,2011.0,Renault,Clio,27 février 2021,16500.0,Essence,14.0,Blanc,Berline,Tunis,El Kabaria
"Tunis, Autres villes",190000.0,2004.0,Renault,Clio,23 février 2021,17500.0,Essence,4.0,Vert,Compacte,Tunis,Autres villes
"Tunis, Ettahrir",0.0,1998.0,Peugeot,106,13 mars 2021,9500.0,Essence,4.0,Bleu,Compacte,Tunis,Ettahrir
"Tunis, Autres villes",212000.0,2009.0,mini,Cooper,10 mars 2021,33000.0,Essence,5.0,Gris,Compacte,Tunis,Autres villes
"Tunis, Autres villes",178000.0,2002.0,Jaguar,S-Type,19 février 2021,33000.0,Essence,17.0,Bleu,Berline,Tunis,Autres villes
"Nabeul, Nabeul",350000.0,2012.0,Kia,Sportage,2 mars 2021,65000.0,Diesel,6.0,Blanc,Avec kilométrage,Nabeul,Nabeul
"Ariana, La Soukra",140000.0,2014.0,Ford,Mondeo,7 février 2021,39500.0,Essence,9.0,Noir,Berline,Ariana,La Soukra
"Nabeul, Autres villes",222222.0,1998.0,Volkswagen,Polo,24 février 2021,11000.0,Essence,5.0,Noir,Compacte,Nabeul,Autres villes
"Sfax, Sfax Ville",150.0,2014.0,Volkswagen,Golf 7,23 février 2021,44800.0,Essence,5.0,Noir,Utilitaire,Sfax,Sfax Ville
"Médenine, Autres villes",500000.0,2004.0,Peugeot,Boxer,22 février 2021,12000.0,Diesel,7.0,Blanc,Manuelle,Médenine,Autres villes
